State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Kerala,Thirssur,Thrissur,Tomato,Tomato,FAQ,16/04/2025,1800,2000,1900
Kerala,Thiruvananthapuram,Parassala,Banana,"Red Banana",Medium,16/04/2025,6000,6200,6000
Kerala,Thiruvananthapuram,Parassala,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,4800,5000,4800
Kerala,Thiruvananthapuram,Pothencode,Amaranthus,Amaranthus,FAQ,16/04/2025,8000,8500,8000
Kerala,Thiruvananthapuram,Pothencode,Brinjal,Brinjal,FAQ,16/04/2025,4800,5000,4800
Kerala,Thiruvananthapuram,Pothencode,Capsicum,Capsicum,FAQ,16/04/2025,7000,7500,7000
Kerala,Thiruvananthapuram,Pothencode,Cauliflower,Cauliflower,FAQ,16/04/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Pothencode,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,4500,4800,4500
Kerala,Thiruvananthapuram,Vamanapuram,Banana,Other,Medium,16/04/2025,7500,8000,8000
Kerala,Wayanad,Pulpally,Banana,Other,Medium,16/04/2025,4800,5000,4900
Kerala,Wayanad,Pulpally,Cowpea(Veg),Other,FAQ,16/04/2025,3200,3400,3300
Kerala,Wayanad,Pulpally,Ginger(Dry),Other,FAQ,16/04/2025,1840,1860,1850
Kerala,Wayanad,Pulpally,Rubber,Other,FAQ,16/04/2025,18800,19000,18900
"Madhya Pradesh",Badwani,Anjad,Maize,Yellow,FAQ,16/04/2025,20,2000,2000
"Madhya Pradesh",Badwani,Khetia,Maize,Yellow,FAQ,16/04/2025,1975,2000,2000
"Madhya Pradesh",Chhatarpur,Chhatarpur,Mustard,Sarson(Black),FAQ,16/04/2025,5690,5690,5690
"Madhya Pradesh",Dewas,Dewas,Wheat,Wheat,FAQ,16/04/2025,2380,2450,2400
"Madhya Pradesh",Dewas,Loharda,"Bengal Gram(Gram)(Whole)",Gram,FAQ,16/04/2025,5101,5504,5504
"Madhya Pradesh",Dhar,Dhar,Wheat,Lokwan,FAQ,16/04/2025,2600,2600,2600
"Madhya Pradesh",Dhar,Dhar,Wheat,"Mill Quality",Non-FAQ,16/04/2025,2475,2475,2475
"Madhya Pradesh",Dhar,Manawar,Wheat,"Mill Quality",Non-FAQ,16/04/2025,2500,2500,2500
"Madhya Pradesh",Indore,Indore,Garlic,Garlic,FAQ,16/04/2025,1500,2825,2825
"Madhya Pradesh",Indore,Indore,Wheat,"Malwa Shakti",FAQ,16/04/2025,2530,2555,2540
"Madhya Pradesh",Jabalpur,Sehora,Wheat,"Mill Quality",FAQ,16/04/2025,2400,2400,2400
"Madhya Pradesh",Katni,Katni,Wheat,"Mill Quality",FAQ,16/04/2025,2320,2425,2425
"Madhya Pradesh",Khandwa,Harsood,Maize,Local,FAQ,16/04/2025,2000,2000,2000
"Madhya Pradesh",Khargone,Bhikangaon,Maize,Local,FAQ,16/04/2025,2011,2011,2011
"Madhya Pradesh",Khargone,Bhikangaon,Maize,Yellow,FAQ,16/04/2025,1975,2011,2011
"Madhya Pradesh",Khargone,Karhi,"Kabuli Chana(Chickpeas-White)","Dollar Gram",FAQ,16/04/2025,8400,9170,9170
"Madhya Pradesh",Khargone,Karhi,Maize,Local,FAQ,16/04/2025,2100,2135,2135
"Madhya Pradesh",Mandla,Mandla,Wheat,"Mill Quality",Non-FAQ,16/04/2025,2200,2200,2200
"Madhya Pradesh",Mandla,Nainpur,Wheat,Wheat,Non-FAQ,16/04/2025,2400,2400,2400
"Madhya Pradesh",Mandsaur,Shamgarh,Wheat,Wheat,FAQ,16/04/2025,2350,2350,2350
"Madhya Pradesh",Narsinghpur,Narsinghpur,Wheat,"Mill Quality",FAQ,16/04/2025,2380,2450,2400
"Madhya Pradesh",Raisen,Obedullaganj,Linseed,Flaxseed,FAQ,16/04/2025,6926,6926,6926
"Madhya Pradesh",Rajgarh,Jeerapur,Wheat,Wheat,FAQ,16/04/2025,2375,2410,2410
"Madhya Pradesh",Ratlam,Sailana,Wheat,Wheat,Non-FAQ,16/04/2025,2600,2600,2600
"Madhya Pradesh",Sagar,Garhakota,"Green Peas",Pea,FAQ,16/04/2025,3200,3200,3200
"Madhya Pradesh",Sehore,Nasrullaganj,Maize,Local,Non-FAQ,16/04/2025,2030,2071,2071
"Madhya Pradesh",Seoni,Keolari,Wheat,"Mill Quality",Non-FAQ,16/04/2025,2350,2350,2350
"Madhya Pradesh",Shajapur,Agar,Wheat,Wheat,FAQ,16/04/2025,2425,2815,2815
"Madhya Pradesh",Ujjain,Badnagar,Wheat,Wheat,FAQ,16/04/2025,2300,2300,2300
Maharashtra,Ahmednagar,Rahata,Beetroot,Other,Local,16/04/2025,1000,1000,1000
Maharashtra,Ahmednagar,Rahata,Cucumbar(Kheera),Other,Local,16/04/2025,300,750,500
Maharashtra,Ahmednagar,Rahata,Ginger(Green),Other,Local,16/04/2025,2500,3500,3000
Maharashtra,Ahmednagar,Rahata,"Onion Green",Other,Local,16/04/2025,12,12,12
Maharashtra,Ahmednagar,Rahata,Ridgeguard(Tori),Other,Local,16/04/2025,2500,2500,2500
Maharashtra,Nagpur,Kalmeshwar,Tomato,Other,Local,16/04/2025,410,800,620
Maharashtra,Pune,Khed(Chakan),"Bhindi(Ladies Finger)",Other,Local,16/04/2025,2000,3500,2750
Maharashtra,Pune,Khed(Chakan),"Chilly Capsicum",Other,Local,16/04/2025,3000,4000,3500
Maharashtra,Pune,Khed(Chakan),Drumstick,Other,Local,16/04/2025,1500,2500,2000
Maharashtra,Pune,Khed(Chakan),"Green Chilli",Other,Local,16/04/2025,2500,3500,3000
Maharashtra,Pune,Pune,"Bitter gourd",Other,Local,16/04/2025,2000,3500,2750
Maharashtra,Pune,Pune,Chikoos(Sapota),Other,Local,16/04/2025,2000,5000,3500
Maharashtra,Pune,Pune,"Chilly Capsicum",Other,Local,16/04/2025,1000,3500,2250
Maharashtra,Pune,Pune,Drumstick,Other,Local,16/04/2025,1000,3000,2000
Maharashtra,Pune,Pune,Guar,Other,Local,16/04/2025,2000,5000,3500
Maharashtra,Pune,Pune,Mint(Pudina),Other,Local,16/04/2025,2,5,3
Maharashtra,Pune,Pune,"Pointed gourd (Parval)",Other,Local,16/04/2025,2000,3000,2500
Maharashtra,Pune,Pune,Potato,Local,Local,16/04/2025,1000,2000,1500
Maharashtra,Pune,Pune,Ridgeguard(Tori),Other,Local,16/04/2025,1000,3000,2000
Maharashtra,Pune,Pune,"Tender Coconut",Other,Local,16/04/2025,1000,1600,1300
Maharashtra,Pune,Pune(Pimpri),Cauliflower,Other,Local,16/04/2025,2000,2000,2000
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,Local,16/04/2025,7,10,9
Maharashtra,Satara,Patan,"Bhindi(Ladies Finger)",Other,Local,16/04/2025,2000,2500,2250
Maharashtra,Satara,Patan,"Bitter gourd",Other,Local,16/04/2025,2000,2500,2250
Maharashtra,Satara,Patan,"Green Chilli",Other,Local,16/04/2025,2000,3000,2500
Maharashtra,Thane,Palghar,Wheat,Other,FAQ,16/04/2025,3320,3320,3320
Nagaland,Kohima,Kohima,Pumpkin,Other,FAQ,16/04/2025,4000,4200,4100
Nagaland,Tsemenyu,Tsemenyu,Banana,Banana-Organic,Medium,16/04/2025,4000,5000,4500
Odisha,Balasore,Jaleswar,Brinjal,Other,FAQ,16/04/2025,1300,1700,1500
Odisha,Balasore,Jaleswar,Potato,Other,FAQ,16/04/2025,1000,1400,1200
Odisha,Bargarh,Sohela,"Bhindi(Ladies Finger)",Other,FAQ,16/04/2025,3600,3800,3700
Odisha,Bargarh,Sohela,Brinjal,Other,FAQ,16/04/2025,1500,1700,1600
Odisha,Bhadrak,Chandabali,Potato,Other,FAQ,16/04/2025,1320,1700,1500
Odisha,Boudh,Boudh,Cucumbar(Kheera),Other,FAQ,16/04/2025,3500,4500,4000
Odisha,Boudh,Boudh,"Water Melon",Other,Small,16/04/2025,500,1000,800
Odisha,Boudh,Khunthabandha,Cauliflower,Other,FAQ,16/04/2025,2500,3500,3000
Odisha,Boudh,Khunthabandha,Pumpkin,Other,FAQ,16/04/2025,800,1200,1000
Odisha,Boudh,Khunthabandha,Tomato,Other,Non-FAQ,16/04/2025,500,1000,700
Odisha,Dhenkanal,Hindol,Beans,Other,FAQ,16/04/2025,3000,3500,3200
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,FAQ,16/04/2025,2000,3000,2500
Odisha,Dhenkanal,Hindol,Potato,Potato,Non-FAQ,16/04/2025,1700,2000,1800
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,16/04/2025,1200,1400,1300
Odisha,Dhenkanal,Kamakhyanagar,Brinjal,Brinjal,FAQ,16/04/2025,4000,4500,4000
Odisha,Dhenkanal,Kamakhyanagar,Potato,Potato,Non-FAQ,16/04/2025,1900,2100,2000
Odisha,Gajapati,Parlakhemundi,Brinjal,Other,FAQ,16/04/2025,1300,1500,1400
Odisha,Jagatsinghpur,Rahama,Rice,Other,FAQ,16/04/2025,2800,6000,4000
Odisha,Kalahandi,Mukhiguda,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,1500,2400,1950
Odisha,Puri,Nimapara,"Green Chilli",Other,FAQ,16/04/2025,1000,2000,1500
Odisha,Sundergarh,Panposh,"Bhindi(Ladies Finger)",Other,FAQ,16/04/2025,4200,4600,4500
Odisha,Sundergarh,Panposh,Brinjal,Other,FAQ,16/04/2025,1800,2200,2100
Odisha,Sundergarh,Panposh,Carrot,Other,FAQ,16/04/2025,3000,3400,3300
Odisha,Sundergarh,Panposh,Cucumbar(Kheera),Other,FAQ,16/04/2025,3000,3400,3300
Odisha,Sundergarh,Sargipali,Pumpkin,Pumpkin,FAQ,16/04/2025,1000,1500,1200
Punjab,Amritsar,Chogawan,Cauliflower,Cauliflower,FAQ,16/04/2025,600,800,700
Punjab,Bhatinda,"Bhagta Bhai Ka","Green Chilli",Other,FAQ,16/04/2025,3500,3500,3500
Punjab,Bhatinda,"Bhagta Bhai Ka",Potato,Other,FAQ,16/04/2025,800,800,800
Punjab,Fazilka,Fazilka,Banana,Other,Medium,16/04/2025,2000,3000,2500
Punjab,Fazilka,Fazilka,Ginger(Green),Other,FAQ,16/04/2025,5000,6000,5500
Punjab,Fazilka,Fazilka,"Karbuja(Musk Melon)",Karbhuja,Medium,16/04/2025,2000,3000,2500
Punjab,Fazilka,Fazilka,Papaya,Other,Medium,16/04/2025,2000,3000,2500
Punjab,Fazilka,Jalalabad,Brinjal,Other,FAQ,16/04/2025,1300,1400,1350
Punjab,Fazilka,Jalalabad,Cabbage,Other,FAQ,16/04/2025,350,400,350
Punjab,Fazilka,Jalalabad,Coriander(Leaves),Coriander,FAQ,16/04/2025,1000,1000,1000
Punjab,Fazilka,Jalalabad,Ginger(Green),Other,FAQ,16/04/2025,5000,5100,5000
Punjab,Fazilka,Jalalabad,Papaya,Other,Large,16/04/2025,3700,3900,3800
Punjab,Fazilka,Jalalabad,Potato,Other,FAQ,16/04/2025,400,550,450
Punjab,Fazilka,Jalalabad,Raddish,Other,FAQ,16/04/2025,500,500,500
Punjab,Fazilka,Jalalabad,"Water Melon",Other,Large,16/04/2025,1600,1700,1650
Punjab,Gurdaspur,Gurdaspur,Capsicum,Other,FAQ,16/04/2025,800,1000,900
Punjab,Gurdaspur,Gurdaspur,Kinnow,Other,Medium,16/04/2025,4000,4500,4200
Punjab,Gurdaspur,Gurdaspur,Papaya,Other,Medium,16/04/2025,3000,3500,3200
Punjab,Gurdaspur,Gurdaspur,Raddish,Other,FAQ,16/04/2025,700,900,800
Punjab,Gurdaspur,Kalanaur,Cabbage,Cabbage,FAQ,16/04/2025,100,100,100
Punjab,Hoshiarpur,"Garh Shankar",Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,700,1000,800
Punjab,Hoshiarpur,"Garh Shankar",Tomato,Deshi,Non-FAQ,16/04/2025,1400,1700,1600
Punjab,Hoshiarpur,"Garh Shankar","Water Melon",Other,Medium,16/04/2025,1500,1800,1700
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Apple,American,Medium,16/04/2025,7500,9000,8000
Punjab,Hoshiarpur,Mukerian,"Green Chilli",Other,FAQ,16/04/2025,2500,4500,3500
Punjab,Jalandhar,Mehatpur,Tomato,Deshi,Non-FAQ,16/04/2025,2500,2500,2500
Punjab,Jalandhar,"Phillaur(Apra Mandi)","Bottle gourd",Other,FAQ,16/04/2025,1500,1500,1500
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Cauliflower,Other,FAQ,16/04/2025,1000,1000,1000
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Cucumbar(Kheera),Other,FAQ,16/04/2025,1000,1000,1000
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Onion,Other,FAQ,16/04/2025,1800,1800,1800
Punjab,Ludhiana,Ludhiana,Ashgourd,Other,FAQ,16/04/2025,500,900,700
Punjab,Ludhiana,Ludhiana,Beetroot,Other,FAQ,16/04/2025,500,1000,700
Punjab,Ludhiana,Ludhiana,Carrot,Other,FAQ,16/04/2025,500,1100,800
Punjab,Ludhiana,Ludhiana,Lemon,Other,FAQ,16/04/2025,3000,6000,5000
Punjab,Ludhiana,Ludhiana,"Mousambi(Sweet Lime)",Other,Medium,16/04/2025,2000,3500,2700
Punjab,Ludhiana,Ludhiana,Potato,Other,FAQ,16/04/2025,100,800,500
Punjab,Ludhiana,Ludhiana,Tomato,Other,FAQ,16/04/2025,500,1100,800
Punjab,Ludhiana,Sahnewal,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,1000,1000,1000
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,16/04/2025,2600,2700,2600
Punjab,Sangrur,Ahmedgarh,"Squash(Chappal Kadoo)",Other,FAQ,16/04/2025,700,800,700
Punjab,Tarntaran,Patti,Apple,Other,Medium,16/04/2025,7000,8000,7500
Punjab,Tarntaran,Patti,Brinjal,Other,FAQ,16/04/2025,1200,1500,1400
Punjab,Tarntaran,Patti,Cauliflower,Other,FAQ,16/04/2025,1500,2000,1800
Punjab,Tarntaran,Patti,Pumpkin,Other,FAQ,16/04/2025,1200,1600,1400
Punjab,Tarntaran,Tarantaran,"Bhindi(Ladies Finger)",Other,FAQ,16/04/2025,2600,3000,2800
Punjab,Tarntaran,Tarantaran,Carrot,Other,FAQ,16/04/2025,1600,1800,1700
Punjab,Tarntaran,Tarantaran,Ginger(Dry),Big/Thick,FAQ,16/04/2025,5000,6000,5500
Punjab,Tarntaran,Tarantaran,Pumpkin,Other,FAQ,16/04/2025,1000,1500,1200
Punjab,Tarntaran,Tarantaran,Tomato,Other,FAQ,16/04/2025,1200,1500,1300
Rajasthan,Beawar,Beawar,"Bajra(Pearl Millet/Cumbu)",Bold,FAQ,16/04/2025,2400,2600,2500
Rajasthan,Beawar,Beawar,"Methi Seeds",Methiseeds,FAQ,16/04/2025,4600,4700,4650
Rajasthan,Beawar,Beawar,Taramira,Other,FAQ,16/04/2025,5500,5600,5550
Rajasthan,Dausa,Lalsot,Soanf,Other,FAQ,16/04/2025,7000,18125,14500
Rajasthan,Dungarpur,Dungarpur,Potato,"(Red Nanital)",FAQ,16/04/2025,1200,1500,1350
Rajasthan,Dungarpur,Dungarpur,Tomato,Tomato,FAQ,16/04/2025,700,1200,1000
Rajasthan,Ganganagar,Suratgarh,"Barley (Jau)",Other,FAQ,16/04/2025,1970,2132,2025
Rajasthan,Ganganagar,Suratgarh,Onion,"1st Sort",FAQ,16/04/2025,1400,1600,1500
Rajasthan,Ganganagar,Suratgarh,Tomato,Deshi,FAQ,16/04/2025,650,800,700
Rajasthan,Hanumangarh,Rawatsar,Potato,"(Red Nanital)",FAQ,16/04/2025,450,650,550
Rajasthan,"Jaipur Rural",Bassi,"Bengal Gram(Gram)(Whole)",999,Non-FAQ,16/04/2025,4500,5325,4912
Rajasthan,"Jaipur Rural",Bassi,"Guar Seed(Cluster Beans Seed)",Other,FAQ,16/04/2025,4600,4770,4685
Rajasthan,"Jaipur Rural",Bassi,Tomato,Other,Non-FAQ,16/04/2025,700,1000,850
Rajasthan,Jalore,Jalore,"Bottle gourd",Other,FAQ,16/04/2025,800,1000,900
Rajasthan,Jalore,Jalore,Cabbage,Other,FAQ,16/04/2025,800,1000,900
Rajasthan,Jalore,Jalore,Ginger(Green),Other,FAQ,16/04/2025,4000,4500,4300
Rajasthan,Jalore,Jalore,Potato,Other,FAQ,16/04/2025,1000,1200,1100
Rajasthan,Jodhpur,"Jodhpur (F&V)",Apple,Other,Medium,16/04/2025,4000,10000,7000
Rajasthan,Jodhpur,"Jodhpur (F&V)","Karbuja(Musk Melon)",Karbhuja,Medium,16/04/2025,1000,2000,1500
Rajasthan,Jodhpur,"Jodhpur (F&V)",Pineapple,Other,Medium,16/04/2025,1000,2000,1500
Rajasthan,Jodhpur,"Jodhpur (F&V)",Potato,Other,FAQ,16/04/2025,500,900,700
Rajasthan,"Jodhpur Rural","Ositan Mathania","Cummin Seed(Jeera)",Other,FAQ,16/04/2025,23000,25000,24000
Rajasthan,"Jodhpur Rural","Ositan Mathania",Wheat,Local,FAQ,16/04/2025,2700,2900,2800
Rajasthan,"Kotputli- Behror",Kotputli,Potato,"(Red Nanital)",FAQ,16/04/2025,850,1050,950
Rajasthan,"Kotputli- Behror",Kotputli,Tomato,Deshi,FAQ,16/04/2025,500,700,600
Telangana,Hyderabad,"Mahboob Manison",Onion,"1st Sort",Non-FAQ,16/04/2025,400,1400,1200
Telangana,Hyderabad,"Mahboob Manison",Onion,"2nd Sort",FAQ,16/04/2025,1000,1300,1200
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),"I.R. 64",FAQ,16/04/2025,2300,2300,2300
Telangana,Karimnagar,Mallial(Cheppial),Paddy(Dhan)(Common),MTU-1010,FAQ,16/04/2025,2320,2320,2320
Telangana,Nalgonda,Devarkonda(Mallepalli),Paddy(Dhan)(Common),MTU-1010,FAQ,16/04/2025,2300,2300,2300
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,3500,3500,3500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bottle gourd","Bottle Gourd",FAQ,16/04/2025,900,900,900
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Carrot,Carrot,FAQ,16/04/2025,1800,1800,1800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Cauliflower,"African Sarson",FAQ,16/04/2025,1800,1800,1800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,16/04/2025,2500,2500,2500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Snakeguard,Other,FAQ,16/04/2025,1500,1500,1500
Tripura,"North Tripura",Dasda,Potato,Local,FAQ,16/04/2025,1500,2000,1750
Tripura,Sepahijala,Sonamura,Brinjal,Round/Long,FAQ,16/04/2025,2500,3000,2700
Tripura,Sepahijala,Sonamura,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,4000,4500,4200
Tripura,Sepahijala,Sonamura,Potato,Local,FAQ,16/04/2025,1700,1900,1800
Tripura,Sepahijala,Sonamura,"Sweet Potato","Sweet Potato",FAQ,16/04/2025,2500,2800,2600
"Uttar Pradesh",Agra,Fatehabad,Ginger(Green),"Green Ginger",FAQ,16/04/2025,2600,2700,2650
"Uttar Pradesh",Agra,Fatehabad,"Green Chilli","Green Chilly",FAQ,16/04/2025,1200,1250,1220
"Uttar Pradesh",Aligarh,Charra,Cabbage,Cabbage,FAQ,16/04/2025,1300,1500,1400
"Uttar Pradesh",Aligarh,Charra,Cauliflower,Cauliflower,FAQ,16/04/2025,1500,1700,1600
"Uttar Pradesh",Aligarh,Charra,Pumpkin,Pumpkin,FAQ,16/04/2025,800,900,850
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Tomato,Hybrid,FAQ,16/04/2025,600,750,660
"Uttar Pradesh",Badaun,Babrala,Potato,Other,FAQ,16/04/2025,730,750,740
"Uttar Pradesh",Ballia,Rasda,Tomato,Deshi,FAQ,16/04/2025,675,800,730
"Uttar Pradesh",Ballia,Vilthararoad,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,16/04/2025,12000,14000,13000
"Uttar Pradesh",Ballia,Vilthararoad,Banana,Medium,Medium,16/04/2025,1750,1900,1800
"Uttar Pradesh",Ballia,Vilthararoad,Potato,Desi,Non-FAQ,16/04/2025,1200,1300,1250
"Uttar Pradesh",Ballia,Vilthararoad,Wheat,Dara,Non-FAQ,16/04/2025,2425,2500,2450
"Uttar Pradesh",Bijnor,Kiratpur,"Banana - Green","Banana - Green",FAQ,16/04/2025,1300,1400,1350
"Uttar Pradesh",Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,16/04/2025,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bottle gourd","Bottle Gourd",FAQ,16/04/2025,700,800,750
"Uttar Pradesh",Bulandshahar,Sikarpur,Cabbage,Cabbage,FAQ,16/04/2025,900,1000,950
"Uttar Pradesh",Bulandshahar,Sikarpur,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,600,800,700
"Uttar Pradesh",Bulandshahar,Siyana,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,900,1000,950
"Uttar Pradesh",Bulandshahar,Siyana,Potato,Desi,FAQ,16/04/2025,800,840,820
"Uttar Pradesh",Bulandshahar,Siyana,Pumpkin,Pumpkin,FAQ,16/04/2025,800,900,850
"Uttar Pradesh",Etah,Aliganj,Maize,Hybrid,FAQ,16/04/2025,2250,2265,2255
"Uttar Pradesh",Etawah,Bharthna,Tomato,Hybrid,FAQ,16/04/2025,790,990,890
"Uttar Pradesh",Hathras,Shadabad,Onion,Red,FAQ,16/04/2025,1600,1700,1650
"Uttar Pradesh",Hathras,Shadabad,Tomato,Deshi,FAQ,16/04/2025,1100,1200,1150
"Uttar Pradesh",Hathras,Sikandraraau,Wheat,Dara,FAQ,16/04/2025,2425,2445,2440
"Uttar Pradesh","Jalaun (Orai)",Ait,Wheat,Dara,FAQ,16/04/2025,2430,2440,2435
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Green Chilli","Green Chilly",FAQ,16/04/2025,2900,2960,2930
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Gur(Jaggery),Pathari,FAQ,16/04/2025,2930,2990,2960
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Onion,Red,FAQ,16/04/2025,2840,2890,2860
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Pumpkin,Pumpkin,FAQ,16/04/2025,1400,1450,1430
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Wheat,Dara,FAQ,16/04/2025,2420,2440,2425
"Uttar Pradesh",Maharajganj,Anandnagar,Gur(Jaggery),Red,FAQ,16/04/2025,4000,4400,4200
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,1000,1100,1050
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Brinjal,Brinjal,FAQ,16/04/2025,900,1000,950
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,16/04/2025,1500,1700,1600
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Potato,Desi,FAQ,16/04/2025,700,900,800
"Uttar Pradesh",Prayagraj,Ajuha,Potato,Desi,FAQ,16/04/2025,1000,1130,1070
"Uttar Pradesh",Prayagraj,Ajuha,Tomato,Deshi,FAQ,16/04/2025,550,670,600
"Uttar Pradesh",Rampur,Tanda(Rampur),Cauliflower,Other,FAQ,16/04/2025,900,940,920
"Uttar Pradesh",Rampur,Tanda(Rampur),"Sponge gourd",Other,FAQ,16/04/2025,2000,2040,2020
"Uttar Pradesh",Saharanpur,Gangoh,"Green Chilli","Green Chilly",FAQ,16/04/2025,3500,4000,3800
"Uttar Pradesh",Saharanpur,Gangoh,Pumpkin,Pumpkin,FAQ,16/04/2025,1000,1100,1050
"Uttar Pradesh",Sambhal,Bhehjoi,Wood,Eucalyptus,FAQ,16/04/2025,480,500,485
"Uttar Pradesh",Sambhal,Sambhal,Tomato,Deshi,FAQ,16/04/2025,600,1150,1000
"Uttar Pradesh",Shravasti,Payagpur,Garlic,Average,FAQ,16/04/2025,5500,6500,6000
"Uttar Pradesh",Shravasti,Payagpur,Onion,Red,FAQ,16/04/2025,1500,1700,1600
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Banana,Desi(Bontha),Small,16/04/2025,1200,1300,1250
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Potato,Local,FAQ,16/04/2025,800,900,850
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Wood,Eucalyptus,FAQ,16/04/2025,550,650,600
Uttrakhand,Dehradoon,Vikasnagar,Carrot,Other,FAQ,16/04/2025,700,800,800
Uttrakhand,Haridwar,"Haridwar Union",Banana,Other,Medium,16/04/2025,1200,1500,1300
Uttrakhand,Haridwar,"Haridwar Union",Capsicum,Capsicum,FAQ,16/04/2025,1600,2000,1800
Uttrakhand,Haridwar,"Haridwar Union",Carrot,Other,FAQ,16/04/2025,1700,2000,1800
Uttrakhand,Haridwar,Roorkee,Beans,"Beans (Whole)",FAQ,16/04/2025,400,600,500
Uttrakhand,Haridwar,Roorkee,Cucumbar(Kheera),Other,FAQ,16/04/2025,600,800,700
"West Bengal",Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,16/04/2025,1280,1330,1300
"West Bengal",Bankura,Khatra,Brinjal,Round/Long,FAQ,16/04/2025,1500,2000,1800
"West Bengal",Bankura,Khatra,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,2800,3500,3000
"West Bengal",Coochbehar,Dinhata,Onion,Onion,FAQ,16/04/2025,2000,2400,2200
"West Bengal",Coochbehar,Mekhliganj,"Bitter gourd","Bitter Gourd",FAQ,16/04/2025,2500,3000,2800
"West Bengal",Coochbehar,Pundibari,"Green Chilli",Other,FAQ,16/04/2025,2200,2400,2300
"West Bengal",Coochbehar,Pundibari,Potato,Jyoti,FAQ,16/04/2025,1100,1180,1150
"West Bengal",Coochbehar,Toofanganj,"Green Chilli","Green Chilly",FAQ,16/04/2025,3000,3500,3200
"West Bengal",Hooghly,Sheoraphuly,Garlic,Other,FAQ,16/04/2025,8000,9000,8500
"West Bengal",Hooghly,Sheoraphuly,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,16/04/2025,3600,4000,3800
"West Bengal",Hooghly,Sheoraphuly,Tomato,Other,FAQ,16/04/2025,1000,1200,1100
"West Bengal",Medinipur(W),Ghatal,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,2900,3100,3000
"West Bengal",Medinipur(W),Ghatal,Onion,Onion,FAQ,16/04/2025,2000,2200,2100
"West Bengal",Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,16/04/2025,2300,2400,2350
"West Bengal",Medinipur(W),Ghatal,Potato,Jyoti,FAQ,16/04/2025,1150,1250,1200
"Andhra Pradesh",Anantapur,Anantapur,"Mousambi(Sweet Lime)",Mousambi,Medium,16/04/2025,300,2200,1400
"Andhra Pradesh",Guntur,Tenali,Lemon,Lemon,FAQ,16/04/2025,6000,8500,7000
"Andhra Pradesh",Nellore,Atmakur(SPS),Paddy(Dhan)(Common),MTU-1010,FAQ,16/04/2025,2300,2400,2320
Bihar,Madhubani,Jahajharpur,Onion,Medium,FAQ,16/04/2025,1800,2000,1900
